symbol,name,reason
زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,[warrant_rights] د
آپ2,آسان پرداخت پرشين,[warrant_rights] د
طهرم1255,اختيارف اهرم-30000-1404/12/26,[sector] نوع صنعت نامعتبر
ومعادن2,توسعه‌معادن‌وفلزات‌,[warrant_rights] د
ضهرم1020,اختيارخ اهرم-16000-1404/10/24,[sector] نوع صنعت نامعتبر
طذوب1018,اختيارف ذوب-380-1404/10/17,[sector] نوع صنعت نامعتبر
صخابر06,صكوك اجاره اخابر06-3ماهه23%,[sector] نوع صنعت نامعتبر
سيسكو,فولاد سيرجان ايرانيان,[warrant_rights] د
آسمان08,مرابحه آسمان بيكران هشتم080428,[murabaha] مرابحه
ضملت9033,اختيارخ وبملت-1400-1404/09/19,[sector] نوع صنعت نامعتبر
صفارس88,صكوك اجاره فارس88-بدون ضامن,[warrant_rights] د
ضجار1230,اختيارخ وتجارت-360-1404/12/19,[sector] نوع صنعت نامعتبر
حريل,ريل پردازسير,[warrant_rights] د
بخاور,بيمه زندگي خاورميانه,[warrant_rights] د
ضخود1241,اختيارخ خودرو-280-1404/12/06,[warrant_rights] د
طتوان1106,اختيارف توان-28000-14041126,[sector] نوع صنعت نامعتبر
ضتيام1008,اختيارخ تيام-17000-14041029,[sector] نوع صنعت نامعتبر
دسبحان,سبحان دارو,[warrant_rights] د
ضملت0123,اختيارخ وبملت-800-1405/01/19,[sector] نوع صنعت نامعتبر
ضموج1036,اختيارخ موج-30000-14041021,[sector] نوع صنعت نامعتبر
داروك073,مرابحه داروك-هامرز070904,[warrant_rights] د
ضذوب1216,اختيارخ ذوب-360-1404/12/19,[sector] نوع صنعت نامعتبر
ضفزر1220,اختيارخ فزر-95000-14041210,[sector] نوع صنعت نامعتبر
ضملي1413,اختيارخ فملي-12000-1404/11/01,[sector] نوع صنعت نامعتبر
ضجهش1021,اختيارخ جهش-8000-1404/10/10,[sector] نوع صنعت نامعتبر
خعمرا,توسعه و عمران شهرستان نائين,[sector] نوع صنعت نامعتبر
ريشمك,توليد و صادرات ريشمك,[warrant_rights] د
طجهش1221,اختيارف جهش-16000-1404/12/13,[sector] نوع صنعت نامعتبر
صرازي708,صكوك مرابحه كرازي708-بدون ضامن,[warrant_rights] د
ضپناه901,اختيارخ پناه-10000-14040923,[sector] نوع صنعت نامعتبر
طخود1245,اختيارف خودرو-360-1404/12/06,[warrant_rights] د
ومعلم,بيمه معلم,[sector] نوع صنعت نامعتبر
ضرويين901,اختيارخ رويين-8500-14040930,[sector] نوع صنعت نامعتبر
صپترو707,صكوك اجاره پترول707-6ماهه23%,[sector] نوع صنعت نامعتبر
پكوير,كوير تاير,[sector] نوع صنعت نامعتبر
ضتيام1006,اختيارخ تيام-15000-14041029,[sector] نوع صنعت نامعتبر
ضتيام1009,اختيارخ تيام-18000-14041029,[sector] نوع صنعت نامعتبر
ضتوان901,اختيارخ توان-10000-14040923,[sector] نوع صنعت نامعتبر
ضتوان904,اختيارخ توان-13000-14040923,[sector] نوع صنعت نامعتبر
ضتوان906,اختيارخ توان-15000-14040923,[sector] نوع صنعت نامعتبر
ضتوان912,اختيارخ توان-22000-14040923,[sector] نوع صنعت نامعتبر
ضتوان1015,اختيارخ توان-18000-14041021,[sector] نوع صنعت نامعتبر
ضتوان1017,اختيارخ توان-20000-14041021,[sector] نوع صنعت نامعتبر
ضتوان1018,اختيارخ توان-22000-14041021,[sector] نوع صنعت نامعتبر
ضتوان1019,اختيارخ توان-24000-14041021,[sector] نوع صنعت نامعتبر
ضتوان1022,اختيارخ توان-30000-14041021,[sector] نوع صنعت نامعتبر
ضتوان1102,اختيارخ توان-20000-14041126,[sector] نوع صنعت نامعتبر
ضتوان1226,اختيارخ توان-20000-14041224,[sector] نوع صنعت نامعتبر
ضتوان1230,اختيارخ توان-28000-14041224,[sector] نوع صنعت نامعتبر
ضتوان1233,اختيارخ توان-34000-14041224,[sector] نوع صنعت نامعتبر
طبساما1120,اختيارف بساما-9000-14041105,[sector] نوع صنعت نامعتبر
طبساما1122,اختيارف بساما-10000-14041105,[sector] نوع صنعت نامعتبر
طفرابورس1106,اختيارف فرابورس-4000-14041105,[sector] نوع صنعت نامعتبر
طموج1021,اختيارف موج-10000-14041021,[sector] نوع صنعت نامعتبر
طموج1023,اختيارف موج-12000-14041021,[sector] نوع صنعت نامعتبر
طموج1030,اختيارف موج-19000-14041021,[sector] نوع صنعت نامعتبر
طموج1033,اختيارف موج-24000-14041021,[sector] نوع صنعت نامعتبر
طموج913,اختيارف موج-26000-14040923,[sector] نوع صنعت نامعتبر
طموج914,اختيارف موج-28000-14040923,[sector] نوع صنعت نامعتبر
طموج915,اختيارف موج-30000-14040923,[sector] نوع صنعت نامعتبر
طموج1034,اختيارف موج-26000-14041021,[sector] نوع صنعت نامعتبر
طموج1221,اختيارف موج-22000-14041224,[sector] نوع صنعت نامعتبر
طموج1222,اختيارف موج-24000-14041224,[sector] نوع صنعت نامعتبر
طموج1223,اختيارف موج-26000-14041224,[sector] نوع صنعت نامعتبر
طموج1231,اختيارف موج-42000-14041224,[sector] نوع صنعت نامعتبر
طموج1111,اختيارف موج-22000-14041126,[sector] نوع صنعت نامعتبر
طموج1115,اختيارف موج-30000-14041126,[sector] نوع صنعت نامعتبر
طموج1117,اختيارف موج-34000-14041126,[sector] نوع صنعت نامعتبر
طموج1118,اختيارف موج-36000-14041126,[sector] نوع صنعت نامعتبر
طپادا1015,اختيارف پادا-160000-14041007,[warrant_rights] د
طپادا1016,اختيارف پادا-170000-14041007,[warrant_rights] د
طپادا1017,اختيارف پادا-180000-14041007,[warrant_rights] د
طپادا1019,اختيارف پادا-200000-14041007,[warrant_rights] د
طپادا1020,اختيارف پادا-210000-14041007,[warrant_rights] د
طپادا1021,اختيارف پادا-220000-14041007,[warrant_rights] د
طپادا1023,اختيارف پادا-240000-14041007,[warrant_rights] د
طپادا1024,اختيارف پادا-250000-14041007,[warrant_rights] د
طپناه906,اختيارف پناه-15000-14040923,[sector] نوع صنعت نامعتبر
طفزر1004,اختيارف فزر-55000-14041007,[sector] نوع صنعت نامعتبر
طفزر1010,اختيارف فزر-85000-14041007,[sector] نوع صنعت نامعتبر
طفزر1014,اختيارف فزر-110000-14041007,[sector] نوع صنعت نامعتبر
طفزر1216,اختيارف فزر-75000-14041210,[sector] نوع صنعت نامعتبر
طامين شهر1200,اختيارف امين شهر-13632-041203,[sector] نوع صنعت نامعتبر
طامين شهر1201,اختيارف امين شهر-15132-041203,[sector] نوع صنعت نامعتبر
طرويين906,اختيارف رويين-12000-14040930,[sector] نوع صنعت نامعتبر
طرويين908,اختيارف رويين-14000-14040930,[sector] نوع صنعت نامعتبر
طاطلس100001,اختيارف اطلس-50000-14041021,[sector] نوع صنعت نامعتبر
طاطلس1009,اختيارف اطلس-48000-14041007,[sector] نوع صنعت نامعتبر
طاطلس1014,اختيارف اطلس-70000-14041007,[sector] نوع صنعت نامعتبر
طاطلس1017,اختيارف اطلس-85000-14041007,[sector] نوع صنعت نامعتبر
طاطلس1018,اختيارف اطلس-90000-14041007,[sector] نوع صنعت نامعتبر
طفصبا1134,اختيارف فصبا-2200-14041105,[sector] نوع صنعت نامعتبر
طفصبا1137,اختيارف فصبا-2800-14041105,[sector] نوع صنعت نامعتبر
طفصبا1139,اختيارف فصبا-3200-14041105,[sector] نوع صنعت نامعتبر
طفصبا1140,اختيارف فصبا-3400-14041105,[sector] نوع صنعت نامعتبر
طاساس1013,اختيارف آساس-38000-14041029,[sector] نوع صنعت نامعتبر
طاساس1017,اختيارف آساس-46000-14041029,[sector] نوع صنعت نامعتبر
طاساس1023,اختيارف آساس-70000-14041029,[sector] نوع صنعت نامعتبر
طكاريس1009,اختيارف كاريس-40000-14041015,[sector] نوع صنعت نامعتبر
ططعام1005,اختيارف طعام-10000-14041015,[sector] نوع صنعت نامعتبر
ططعام1008,اختيارف طعام-13000-14041015,[sector] نوع صنعت نامعتبر
طوتعاون905,اختيارف وتعاون-1800-14040930,[sector] نوع صنعت نامعتبر
طوتعاون906,اختيارف وتعاون-1900-14040930,[sector] نوع صنعت نامعتبر
طوتعاون907,اختيارف وتعاون-2000-14040930,[sector] نوع صنعت نامعتبر
طوتعاون1104,اختيارف وتعاون-1700-14041126,[sector] نوع صنعت نامعتبر
طوتعاون1107,اختيارف وتعاون-2000-14041126,[sector] نوع صنعت نامعتبر
طتيام1212,اختيارف تيام-10000-14041224,[sector] نوع صنعت نامعتبر
طتيام1220,اختيارف تيام-18000-14041224,[sector] نوع صنعت نامعتبر
طتيام1001,اختيارف تيام-10000-14041029,[sector] نوع صنعت نامعتبر
طتيام1002,اختيارف تيام-11000-14041029,[sector] نوع صنعت نامعتبر
طتيام1007,اختيارف تيام-16000-14041029,[sector] نوع صنعت نامعتبر
طتوان909,اختيارف توان-18000-14040923,[sector] نوع صنعت نامعتبر
طتوان1020,اختيارف توان-26000-14041021,[sector] نوع صنعت نامعتبر
طتوان1021,اختيارف توان-28000-14041021,[sector] نوع صنعت نامعتبر
طتوان1022,اختيارف توان-30000-14041021,[sector] نوع صنعت نامعتبر
طتوان1101,اختيارف توان-19000-14041126,[sector] نوع صنعت نامعتبر
طتوان1103,اختيارف توان-22000-14041126,[sector] نوع صنعت نامعتبر
طتوان1107,اختيارف توان-30000-14041126,[sector] نوع صنعت نامعتبر
طتوان1108,اختيارف توان-32000-14041126,[sector] نوع صنعت نامعتبر
طتوان1230,اختيارف توان-28000-14041224,[sector] نوع صنعت نامعتبر
طتوان1232,اختيارف توان-32000-14041224,[sector] نوع صنعت نامعتبر
طهرم1017,اختيارف اهرم-13000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1018,اختيارف اهرم-14000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1023,اختيارف اهرم-22000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1024,اختيارف اهرم-24000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1025,اختيارف اهرم-26000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1026,اختيارف اهرم-28000-1404/10/24,[sector] نوع صنعت نامعتبر
طهرم1114,اختيارف اهرم-12000-1404/11/29,[sector] نوع صنعت نامعتبر
طهرم1116,اختيارف اهرم-14000-1404/11/29,[sector] نوع صنعت نامعتبر
طهرم1118,اختيارف اهرم-16000-1404/11/29,[sector] نوع صنعت نامعتبر
طهرم1123,اختيارف اهرم-26000-1404/11/29,[sector] نوع صنعت نامعتبر
طهرم1247,اختيارف اهرم-15000-1404/12/26,[sector] نوع صنعت نامعتبر
طهرم1251,اختيارف اهرم-22000-1404/12/26,[sector] نوع صنعت نامعتبر
طهرم1257,اختيارف اهرم-38000-1404/12/26,[sector] نوع صنعت نامعتبر
طهرم0125,اختيارف اهرم-15000-1405/01/26,[sector] نوع صنعت نامعتبر
طهرم9014,اختيارف اهرم-15000-1404/09/26,[sector] نوع صنعت نامعتبر
طهرم9017,اختيارف اهرم-20000-1404/09/26,[sector] نوع صنعت نامعتبر
طهرم9020,اختيارف اهرم-26000-1404/09/26,[sector] نوع صنعت نامعتبر
طهرم9023,اختيارف اهرم-34000-1404/09/26,[sector] نوع صنعت نامعتبر
طهمن9020,اختيارف خبهمن-1700-1404/09/26,[sector] نوع صنعت نامعتبر
طهمن9024,اختيارف خبهمن-2200-1404/09/26,[sector] نوع صنعت نامعتبر
طهمن1129,اختيارف خبهمن-1300-1404/11/29,[sector] نوع صنعت نامعتبر
طهمن1133,اختيارف خبهمن-1700-1404/11/29,[sector] نوع صنعت نامعتبر
طهمن1134,اختيارف خبهمن-1800-1404/11/29,[sector] نوع صنعت نامعتبر
طهمن1135,اختيارف خبهمن-1900-1404/11/29,[sector] نوع صنعت نامعتبر
طملت1007,اختيارف وبملت-1100-1404/10/17,[sector] نوع صنعت نامعتبر
طملت1185,اختيارف وبملت-1200-1404/11/21,[sector] نوع صنعت نامعتبر
طملت1186,اختيارف وبملت-1300-1404/11/21,[sector] نوع صنعت نامعتبر
طملت1212,اختيارف وبملت-2000-1404/12/19,[sector] نوع صنعت نامعتبر
طملت0130,اختيارف وبملت-1500-1405/01/19,[sector] نوع صنعت نامعتبر
طملت0131,اختيارف وبملت-1600-1405/01/19,[sector] نوع صنعت نامعتبر
طملت0133,اختيارف وبملت-1800-1405/01/19,[sector] نوع صنعت نامعتبر
طملت9028,اختيارف وبملت-900-1404/09/19,[sector] نوع صنعت نامعتبر
طملت9032,اختيارف وبملت-1300-1404/09/19,[sector] نوع صنعت نامعتبر
طصاد1168,اختيارف وبصادر-650-1404/11/21,[warrant_rights] د
طصاد1172,اختيارف وبصادر-900-1404/11/21,[warrant_rights] د
طصاد9034,اختيارف وبصادر-750-1404/09/19,[warrant_rights] د
طجار1073,اختيارف وتجارت-400-1404/10/17,[sector] نوع صنعت نامعتبر
طجار1075,اختيارف وتجارت-500-1404/10/17,[sector] نوع صنعت نامعتبر
طجار1232,اختيارف وتجارت-400-1404/12/19,[sector] نوع صنعت نامعتبر
طفلا1407,اختيارف فولاد-2600-1404/11/08,[warrant_rights] د
طفلا1412,اختيارف فولاد-3750-1404/11/08,[warrant_rights] د
طفلا1005,اختيارف فولاد-3000-1404/10/10,[warrant_rights] د
طفلا1007,اختيارف فولاد-3500-1404/10/10,[warrant_rights] د
طفلا1008,اختيارف فولاد-3750-1404/10/10,[warrant_rights] د
طفلا0130,اختيارف فولاد-3250-1405/01/19,[warrant_rights] د
طفلا0132,اختيارف فولاد-3750-1405/01/19,[warrant_rights] د
طفلا0133,اختيارف فولاد-4000-1405/01/19,[warrant_rights] د
طستر1227,اختيارف خگستر-3250-1404/12/06,[sector] نوع صنعت نامعتبر
طستر1228,اختيارف خگستر-3500-1404/12/06,[sector] نوع صنعت نامعتبر
طستر1233,اختيارف خگستر-5500-1404/12/06,[sector] نوع صنعت نامعتبر
طستر1026,اختيارف خگستر-2200-1404/10/03,[sector] نوع صنعت نامعتبر
طستر1029,اختيارف خگستر-2800-1404/10/03,[sector] نوع صنعت نامعتبر
طستر1031,اختيارف خگستر-3250-1404/10/03,[sector] نوع صنعت نامعتبر
طخود1244,اختيارف خودرو-340-1404/12/06,[warrant_rights] د
طخود1246,اختيارف خودرو-380-1404/12/06,[warrant_rights] د
طخود0146,اختيارف خودرو-400-1405/01/11,[warrant_rights] د
طخود2065,اختيارف خودرو-400-1405/02/02,[warrant_rights] د
طخود2068,اختيارف خودرو-550-1405/02/02,[warrant_rights] د
طخود2069,اختيارف خودرو-600-1405/02/02,[warrant_rights] د
طخود1304,اختيارف خودرو-360-1404/10/03,[warrant_rights] د
طخود1306,اختيارف خودرو-400-1404/10/03,[warrant_rights] د
طخود1309,اختيارف خودرو-550-1404/10/03,[warrant_rights] د
طخود1310,اختيارف خودرو-600-1404/10/03,[warrant_rights] د
طخود1147,اختيارف خودرو-340-1404/11/01,[warrant_rights] د
طخود1148,اختيارف خودرو-360-1404/11/01,[warrant_rights] د
طخود1149,اختيارف خودرو-380-1404/11/01,[warrant_rights] د
طخود1155,اختيارف خودرو-650-1404/11/01,[warrant_rights] د
طجهش1016,اختيارف جهش-5500-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1017,اختيارف جهش-6000-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1021,اختيارف جهش-8000-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1023,اختيارف جهش-10000-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1025,اختيارف جهش-12000-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1026,اختيارف جهش-13000-1404/10/10,[sector] نوع صنعت نامعتبر
طجهش1218,اختيارف جهش-13000-1404/12/13,[sector] نوع صنعت نامعتبر
طجهش1219,اختيارف جهش-14000-1404/12/13,[sector] نوع صنعت نامعتبر
طجهش1101,اختيارف جهش-9000-1404/11/14,[sector] نوع صنعت نامعتبر
طجهش1028,اختيارف جهش-15000-1404/10/10,[sector] نوع صنعت نامعتبر
طران9019,اختيارف خودران-10000-04/09/26,[warrant_rights] د
طران9022,اختيارف خودران-13000-04/09/26,[warrant_rights] د
طران1009,اختيارف خودران-14000-04/10/24,[warrant_rights] د
طمخا1104,اختيارف اخابر-400-1404/11/21,[sector] نوع صنعت نامعتبر
طمخا1110,اختيارف اخابر-700-1404/11/21,[sector] نوع صنعت نامعتبر
طملي1405,اختيارف فملي-6000-1404/11/01,[sector] نوع صنعت نامعتبر
طملي0122,اختيارف فملي-5500-1405/01/11,[sector] نوع صنعت نامعتبر
طملي0126,اختيارف فملي-7500-1405/01/11,[sector] نوع صنعت نامعتبر
طملي0129,اختيارف فملي-10000-1405/01/11,[sector] نوع صنعت نامعتبر
طفار1003,اختيارف فارس-7500-1404/10/10,[sector] نوع صنعت نامعتبر
طفار1004,اختيارف فارس-8000-1404/10/10,[sector] نوع صنعت نامعتبر
طفار1008,اختيارف فارس-12000-1404/10/10,[sector] نوع صنعت نامعتبر
طفار1200,اختيارف فارس-6000-1404/12/13,[sector] نوع صنعت نامعتبر
طفار1202,اختيارف فارس-7000-1404/12/13,[sector] نوع صنعت نامعتبر
طفار1205,اختيارف فارس-9000-1404/12/13,[sector] نوع صنعت نامعتبر
طشنا1080,اختيارف شپنا-2400-1404/10/17,[sector] نوع صنعت نامعتبر
طشنا1082,اختيارف شپنا-2800-1404/10/17,[sector] نوع صنعت نامعتبر
طشنا1087,اختيارف شپنا-4000-1404/10/17,[sector] نوع صنعت نامعتبر
طشنا1092,اختيارف شپنا-6500-1404/10/17,[sector] نوع صنعت نامعتبر
طشنا1226,اختيارف شپنا-3250-1404/12/19,[sector] نوع صنعت نامعتبر
طشنا1235,اختيارف شپنا-7000-1404/12/19,[sector] نوع صنعت نامعتبر
طتاص1107,اختيارف تاصيكو-11000-04/11/01,[sector] نوع صنعت نامعتبر
طتاص1110,اختيارف تاصيكو-14000-04/11/01,[sector] نوع صنعت نامعتبر
طتاص0104,اختيارف تاصيكو-8000-05/01/11,[sector] نوع صنعت نامعتبر
طتاص0109,اختيارف تاصيكو-13000-05/01/11,[sector] نوع صنعت نامعتبر
طتاص0110,اختيارف تاصيكو-14000-05/01/11,[sector] نوع صنعت نامعتبر
طتاص0111,اختيارف تاصيكو-15000-05/01/11,[sector] نوع صنعت نامعتبر
طتاب1117,اختيارف شتاب-7500-1404/11/08,[sector] نوع صنعت نامعتبر
طتاب1125,اختيارف شتاب-15000-1404/11/08,[sector] نوع صنعت نامعتبر
طتاب1127,اختيارف شتاب-18000-1404/11/08,[sector] نوع صنعت نامعتبر
طسپا9018,اختيارف خساپا-800-1404/09/26,[sector] نوع صنعت نامعتبر
طسپا1137,اختيارف خساپا-450-1404/11/29,[sector] نوع صنعت نامعتبر
طسپا1245,اختيارف خساپا-400-1404/12/26,[sector] نوع صنعت نامعتبر
طسپا1247,اختيارف خساپا-500-1404/12/26,[sector] نوع صنعت نامعتبر
طسپا1248,اختيارف خساپا-550-1404/12/26,[sector] نوع صنعت نامعتبر
طسپا0112,اختيارف خساپا-320-1405/01/26,[sector] نوع صنعت نامعتبر
طسپا0113,اختيارف خساپا-340-1405/01/26,[sector] نوع صنعت نامعتبر
طسپا0114,اختيارف خساپا-360-1405/01/26,[sector] نوع صنعت نامعتبر
طسپا0115,اختيارف خساپا-380-1405/01/26,[sector] نوع صنعت نامعتبر
طستا1139,اختيارف شستا-1110-1404/11/08,[sector] نوع صنعت نامعتبر
طستا1140,اختيارف شستا-1210-1404/11/08,[sector] نوع صنعت نامعتبر
طستا1141,اختيارف شستا-1310-1404/11/08,[sector] نوع صنعت نامعتبر
طستا1234,اختيارف شستا-810-1404/12/13,[sector] نوع صنعت نامعتبر
طستا1240,اختيارف شستا-1410-1404/12/13,[sector] نوع صنعت نامعتبر
طستا0143,اختيارف شستا-2000-1405/01/11,[sector] نوع صنعت نامعتبر
طستا2048,اختيارف شستا-1100-1405/02/09,[sector] نوع صنعت نامعتبر
طستا2049,اختيارف شستا-1200-1405/02/09,[sector] نوع صنعت نامعتبر
طستا2052,اختيارف شستا-1500-1405/02/09,[sector] نوع صنعت نامعتبر
طستا2053,اختيارف شستا-1600-1405/02/09,[sector] نوع صنعت نامعتبر
طستا2056,اختيارف شستا-1900-1405/02/09,[sector] نوع صنعت نامعتبر
طستا2058,اختيارف شستا-2200-1405/02/09,[sector] نوع صنعت نامعتبر
طستا1048,اختيارف شستا-1010-1404/10/10,[sector] نوع صنعت نامعتبر
طستا1051,اختيارف شستا-1310-1404/10/10,[sector] نوع صنعت نامعتبر
طذوب0123,اختيارف ذوب-300-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب0127,اختيارف ذوب-380-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب0129,اختيارف ذوب-450-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب0131,اختيارف ذوب-550-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب0132,اختيارف ذوب-600-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب1016,اختيارف ذوب-340-1404/10/17,[sector] نوع صنعت نامعتبر
طذوب1141,اختيارف ذوب-300-1404/11/21,[sector] نوع صنعت نامعتبر
طذوب1146,اختيارف ذوب-400-1404/11/21,[sector] نوع صنعت نامعتبر
طذوب1215,اختيارف ذوب-340-1404/12/19,[sector] نوع صنعت نامعتبر
طبيعت062,مرابحه طبيعت سبز-كيميا060710,[murabaha] مرابحه
اهرم,صندوق س سهامي كاريزما- اهرمي,[warrant_rights] د
بمان2,صندوق س.بازده مانا-د,[warrant_rights] د
آباد,توريستي ورفاهي آبادگران ايران,[warrant_rights] د
ولنوين,ليزينگ اقتصاد نوين,[warrant_rights] د
خمحركه,نيرو محركه‌,[sector] نوع صنعت نامعتبر
رتاپ,تجارت الكترونيك  پارسيان,[sector] نوع صنعت نامعتبر
شكف,كف,[sector] نوع صنعت نامعتبر
صاميا051,صكوك مرابحه خزاميا051-3ماهه18%,[murabaha] مرابحه
مديريت,س. و خدمات مديريت صند. ب كشوري,[warrant_rights] د
لطيف,محصولات كاغذي لطيف,[sector] نوع صنعت نامعتبر
طسپا1135,اختيارف خساپا-380-1404/11/29,[sector] نوع صنعت نامعتبر
ضخود1306,اختيارخ خودرو-400-1404/10/03,[warrant_rights] د
طتوان907,اختيارف توان-16000-14040923,[sector] نوع صنعت نامعتبر
ضتيام1213,اختيارخ تيام-11000-14041224,[sector] نوع صنعت نامعتبر
طسپا0116,اختيارف خساپا-400-1405/01/26,[sector] نوع صنعت نامعتبر
طخاور909,اختيارف خاور-1200-14040930,[sector] نوع صنعت نامعتبر
جهش,صندوق سهامي جهش فارابي-اهرمي,[warrant_rights] د
ضاطلس100001,اختيارخ اطلس-50000-14041021,[sector] نوع صنعت نامعتبر
ثروت ساز2,صندوق س ثروت ساز ديبا-سهام,[warrant_rights] د
ضاساس1023,اختيارخ آساس-70000-14041029,[sector] نوع صنعت نامعتبر
كاسپين07,مرابحه كاسپين تامين 070625,[murabaha] مرابحه
طتوان1025,اختيارف توان-36000-14041021,[sector] نوع صنعت نامعتبر
شبندر4,پالايش نفت بندرعباس,[warrant_rights] د
ضران9016,اختيارخ خودران-7500-04/09/26,[warrant_rights] د
غمايه06,مرابحه خميرمايه رضوي060605,[murabaha] مرابحه
ضهرم1018,اختيارخ اهرم-14000-1404/10/24,[sector] نوع صنعت نامعتبر
كارون06,مرابحه هواپيمايي كارون 060306,[murabaha] مرابحه
فگستر,گسترش صنايع روي ايرانيان,[sector] نوع صنعت نامعتبر
فسپا,گروه‌صنعتي‌سپاهان‌,[sector] نوع صنعت نامعتبر
طتاص1103,اختيارف تاصيكو-7500-04/11/01,[sector] نوع صنعت نامعتبر
هوشيار,صندوق س.هوش تصميم -س,[warrant_rights] د
عصبانور2,سلف استاندارد گندله صبانور,[warrant_rights] د
دسبحان2,سبحان دارو,[warrant_rights] د
زاگرس دارو06,مرابحه زاگرس داروپارسيان060530,[warrant_rights] د
طفزر1226,اختيارف فزر-150000-14041210,[sector] نوع صنعت نامعتبر
طهمن9019,اختيارف خبهمن-1600-1404/09/26,[sector] نوع صنعت نامعتبر
زگلدشت,كشت و دام گلدشت نمونه اصفهان,[warrant_rights] د
ضرويين904,اختيارخ رويين-10000-14040930,[sector] نوع صنعت نامعتبر
ضتيام1220,اختيارخ تيام-18000-14041224,[sector] نوع صنعت نامعتبر
طملت1202,اختيارف وبملت-1000-1404/12/19,[sector] نوع صنعت نامعتبر
ضجهش1105,اختيارخ جهش-13000-1404/11/14,[sector] نوع صنعت نامعتبر
اراد2184,مرابحه دولت عام218-ش.خ070328,[warrant_rights] د
صاهن67,صكوك مرابحه خاهن67-3ماهه23%,[murabaha] مرابحه
صترام505,صكوك مرابحه كترام505-بدون ضامن,[warrant_rights] د
ضخود0147,اختيارخ خودرو-450-1405/01/11,[warrant_rights] د
كابگن,توليدي و صنعتي آبگينه‌,[warrant_rights] د
پتروپاداش,صندوق س.بخشي صنايع پاداش1-ب,[warrant_rights] د
سحرخيز2,صندوق س. گروه زعفران سحرخيز,[warrant_rights] د
طفلا1217,اختيارف فولاد-2400-1404/12/13,[warrant_rights] د
تملت,تامين سرمايه بانك ملت,[sector] نوع صنعت نامعتبر
طسپا1039,اختيارف خساپا-450-1404/10/24,[sector] نوع صنعت نامعتبر
شهر فرش062,مرابحه شهر فرش-مفيد060921,[warrant_rights] د
ضموج1031,اختيارخ موج-20000-14041021,[sector] نوع صنعت نامعتبر
ضستا1052,اختيارخ شستا-1410-1404/10/10,[sector] نوع صنعت نامعتبر
ولملت,واسپاري ملت,[sector] نوع صنعت نامعتبر
دسينا,داروسازي‌ سينا,[warrant_rights] د
ضتوان1229,اختيارخ توان-26000-14041224,[sector] نوع صنعت نامعتبر
شپاكسا,پاكسان‌,[sector] نوع صنعت نامعتبر
ضسپا1032,اختيارخ خساپا-280-1404/10/24,[sector] نوع صنعت نامعتبر
ضرويين907,اختيارخ رويين-13000-14040930,[sector] نوع صنعت نامعتبر
زنجان,صنايع كشاورزي وكود زنجان,[warrant_rights] د
طخود1308,اختيارف خودرو-500-1404/10/03,[warrant_rights] د
بهپاك,صنعتي بهپاك,[sector] نوع صنعت نامعتبر
اطلس ريس07,مرابحه نساجي اطلس ريس071015,[murabaha] مرابحه
طتوان913,اختيارف توان-24000-14040923,[sector] نوع صنعت نامعتبر
صفولا512,صكوك اجاره فولاد512-بدون ضامن,[warrant_rights] د
طفرابورس1101,اختيارف فرابورس-3000-14041105,[sector] نوع صنعت نامعتبر
ايليا05,مرابحه صنايع خودروايليا051219,[warrant_rights] د
ضتوان1107,اختيارخ توان-30000-14041126,[sector] نوع صنعت نامعتبر
زعف0410پ21,زعفران0410نگين ملل(پ),[sector] نوع صنعت نامعتبر
ضكاريس1010,اختيارخ كاريس-42000-14041015,[sector] نوع صنعت نامعتبر
ضستا1133,اختيارخ شستا-560-1404/11/08,[sector] نوع صنعت نامعتبر
ضذوب0121,اختيارخ ذوب-260-1405/01/19,[sector] نوع صنعت نامعتبر
ضخود1245,اختيارخ خودرو-360-1404/12/06,[warrant_rights] د
طجهش1107,اختيارف جهش-15000-1404/11/14,[sector] نوع صنعت نامعتبر
ريتون,صندوق س.پشتوانه طلاجام زرينپاد,[warrant_rights] د
اسياتك,انتقال داده هاي آسياتك,[warrant_rights] د
طموج1028,اختيارف موج-17000-14041021,[sector] نوع صنعت نامعتبر
ضخاور903,اختيارخ خاور-800-14040930,[sector] نوع صنعت نامعتبر
ضسپا9020,اختيارخ خساپا-1000-1404/09/26,[sector] نوع صنعت نامعتبر
سمتاز,سيمان ممتازان كرمان,[sector] نوع صنعت نامعتبر
صپيد507,صكوك مرابحه سپيد507-بدون ضامن,[warrant_rights] د
قهكمت,قندهكمتان‌,[warrant_rights] د
