symbol,name,reason
كيميا,ص. معدني كيمياي زنجان گستران,[warrant_rights] د
طتيام1215,اختيارف تيام-13000-14041224,[sector] نوع صنعت نامعتبر
ضتاص1111,اختيارخ تاصيكو-15000-04/11/01,[sector] نوع صنعت نامعتبر
ضاساس1015,اختيارخ آساس-42000-14041029,[sector] نوع صنعت نامعتبر
ثبهساز,بهساز كاشانه تهران,[sector] نوع صنعت نامعتبر
طبساما1121,اختيارف بساما-9500-14041105,[sector] نوع صنعت نامعتبر
ضتاص0111,اختيارخ تاصيكو-15000-05/01/11,[sector] نوع صنعت نامعتبر
ضتاص1102,اختيارخ تاصيكو-7000-04/11/01,[sector] نوع صنعت نامعتبر
طتوان911,اختيارف توان-20000-14040923,[sector] نوع صنعت نامعتبر
مشهد0612,مشاركت ش مشهد0612-3ماهه20.5%,[warrant_rights] د
ضفصبا1139,اختيارخ فصبا-3200-14041105,[sector] نوع صنعت نامعتبر
ثمر,صندوق س ثمرگندم-ثابت,[warrant_rights] د
آلا2,صندوق س.اعتماد ارغوان-د,[warrant_rights] د
افق ملت,صندوق س در سهام افق ملت,[warrant_rights] د
ضهرم1123,اختيارخ اهرم-26000-1404/11/29,[sector] نوع صنعت نامعتبر
طخاور908,اختيارف خاور-1100-14040930,[sector] نوع صنعت نامعتبر
اعتبار2,صندوق س. نوع دوم اعتبار-د,[warrant_rights] د
طفلا1224,اختيارف فولاد-4000-1404/12/13,[warrant_rights] د
ضذوب1136,اختيارخ ذوب-200-1404/11/21,[sector] نوع صنعت نامعتبر
ضسپا0117,اختيارخ خساپا-450-1405/01/26,[sector] نوع صنعت نامعتبر
صرازي505,صكوك مرابحه كرازي505-3ماهه18%,[murabaha] مرابحه
سكارون,سيمان كارون,[sector] نوع صنعت نامعتبر
پكاشيمي071,مرابحه پكاشيمي-لوتوس071219,[murabaha] مرابحه
كامياب,صندوق س. كامياب آشنا-د,[warrant_rights] د
كارين,صندوق س نگين سامان-ثابت,[warrant_rights] د
ضذوب0120,اختيارخ ذوب-240-1405/01/19,[sector] نوع صنعت نامعتبر
طذوب0128,اختيارف ذوب-400-1405/01/19,[sector] نوع صنعت نامعتبر
ضهرم9023,اختيارخ اهرم-34000-1404/09/26,[sector] نوع صنعت نامعتبر
ضپادا1023,اختيارخ پادا-240000-14041007,[warrant_rights] د
ضخود1242,اختيارخ خودرو-300-1404/12/06,[warrant_rights] د
اخزا210,اسنادخزانه-م10بودجه02-051112,[warrant_rights] د
ضخود1155,اختيارخ خودرو-650-1404/11/01,[warrant_rights] د
صتاير703,صكوك مرابحه پتاير703-بدون ضامن,[warrant_rights] د
غبهنوش,بهنوش‌ ايران‌,[sector] نوع صنعت نامعتبر
ضخود1243,اختيارخ خودرو-320-1404/12/06,[warrant_rights] د
ضفلا1010,اختيارخ فولاد-4500-1404/10/10,[warrant_rights] د
رزگلد,صندوق س.پشتوانه طلا آرمان آتي,[warrant_rights] د
طبساما1123,اختيارف بساما-11000-14041105,[sector] نوع صنعت نامعتبر
صفارس088,صكوك اجاره فارس088-بدون ضامن,[warrant_rights] د
آتي1,ص.س.ج. يكم آرمان آتي,[investment] ص.س.
طملي0128,اختيارف فملي-9000-1405/01/11,[sector] نوع صنعت نامعتبر
ضستا2053,اختيارخ شستا-1600-1405/02/09,[sector] نوع صنعت نامعتبر
ضستر1034,اختيارخ خگستر-4000-1404/10/03,[sector] نوع صنعت نامعتبر
طبيعت076,مرابحه طبيعت-ترازويستا070311,[murabaha] مرابحه
دفرا,فرآورده‌هاي‌ تزريقي‌ ايران‌,[warrant_rights] د
ضتوان1225,اختيارخ توان-19000-14041224,[sector] نوع صنعت نامعتبر
كوانتوم,صندوق س. كوانتوم بهاوند-س,[warrant_rights] د
ضموج1037,اختيارخ موج-32000-14041021,[sector] نوع صنعت نامعتبر
طخود1241,اختيارف خودرو-280-1404/12/06,[warrant_rights] د
ثاميد,توسعه و عمران اميد,[warrant_rights] د
سهرمز4,سيمان‌هرمزگان‌,[sector] نوع صنعت نامعتبر
خاتم,صندوق س خاتم ايساتيس پويا-ثابت,[warrant_rights] د
طفلا1220,اختيارف فولاد-3000-1404/12/13,[warrant_rights] د
نوري,پتروشيمي نوري,[sector] نوع صنعت نامعتبر
ومپنا,مديريت نيروگاهي ايرانيان مپنا,[warrant_rights] د
طستا2047,اختيارف شستا-1000-1405/02/09,[sector] نوع صنعت نامعتبر
طهمن1136,اختيارف خبهمن-2000-1404/11/29,[sector] نوع صنعت نامعتبر
صفارس806,صكوك اجاره فارس806-بدون ضامن,[warrant_rights] د
اراد184,مرابحه عام دولت184-ش.خ041224,[warrant_rights] د
تايرا,تراكتورسازي‌ايران‌,[sector] نوع صنعت نامعتبر
مشير052,مشاركت ش شيراز052-3ماهه18%,[sector] نوع صنعت نامعتبر
بلوط2,صندوق س شكوه بامداد زاگرس-ثابت,[warrant_rights] د
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,[warrant_rights] د
طذوب9030,اختيارف ذوب-400-1404/09/19,[sector] نوع صنعت نامعتبر
ضملت1003,اختيارخ وبملت-750-1404/10/17,[sector] نوع صنعت نامعتبر
ارگ072,مرابحه ارگ-هامرز071211,[murabaha] مرابحه
طبساما1124,اختيارف بساما-12000-14041105,[sector] نوع صنعت نامعتبر
طفلا1221,اختيارف فولاد-3250-1404/12/13,[warrant_rights] د
ضهرم9016,اختيارخ اهرم-18000-1404/09/26,[sector] نوع صنعت نامعتبر
طشنا1234,اختيارف شپنا-6500-1404/12/19,[sector] نوع صنعت نامعتبر
رويش همراه,صندوق س رويش همراه سرمايه-سهام,[warrant_rights] د
صتاير073,صكوك مرابحه پتاير073-بدون ضامن,[warrant_rights] د
ضجهش1102,اختيارخ جهش-10000-1404/11/14,[sector] نوع صنعت نامعتبر
فجهان061,مرابحه جهان فولاد-تمدن060501,[warrant_rights] د
طستر1226,اختيارف خگستر-3000-1404/12/06,[sector] نوع صنعت نامعتبر
ضفرابورس1105,اختيارخ فرابورس-3800-14041105,[sector] نوع صنعت نامعتبر
نيان,نيان الكترونيك,[sector] نوع صنعت نامعتبر
ضخود2065,اختيارخ خودرو-400-1405/02/02,[warrant_rights] د
طران1010,اختيارف خودران-15000-04/10/24,[warrant_rights] د
ضفار1007,اختيارخ فارس-11000-1404/10/10,[sector] نوع صنعت نامعتبر
فسبزوار2,پارس فولاد سبزوار,[warrant_rights] د
ماريناسان07,مرابحه سلولزي ماريناسان070527,[murabaha] مرابحه
شكام2,صنايع شيميايي كيمياگران امروز,[sector] نوع صنعت نامعتبر
اراد132,مرابحه عام دولت132-ش.خ041110,[warrant_rights] د
ضسپا1248,اختيارخ خساپا-550-1404/12/26,[sector] نوع صنعت نامعتبر
طفرابورس1107,اختيارف فرابورس-4200-14041105,[sector] نوع صنعت نامعتبر
حآفرين,ريل پرداز نو آفرين,[warrant_rights] د
غمارگ,مارگارين,[sector] نوع صنعت نامعتبر
ضفزر1012,اختيارخ فزر-95000-14041007,[sector] نوع صنعت نامعتبر
طستا0134,اختيارف شستا-1100-1405/01/11,[sector] نوع صنعت نامعتبر
شهر فرش063,مرابحه شهر فرش-تاك دانا060921,[warrant_rights] د
ضسپا9013,اختيارخ خساپا-300-1404/09/26,[sector] نوع صنعت نامعتبر
ضجهش1218,اختيارخ جهش-13000-1404/12/13,[sector] نوع صنعت نامعتبر
شغدير,پتروشيمي غدير,[warrant_rights] د
طفصبا1138,اختيارف فصبا-3000-14041105,[sector] نوع صنعت نامعتبر
ضهرم1253,اختيارخ اهرم-26000-1404/12/26,[sector] نوع صنعت نامعتبر
ضفزر1004,اختيارخ فزر-55000-14041007,[sector] نوع صنعت نامعتبر
ضفلا0136,اختيارخ فولاد-5500-1405/01/19,[warrant_rights] د
وپست,پست بانك ايران,[sector] نوع صنعت نامعتبر
الكتروماديران061,مرابحه الكتروماديراكارون060626,[warrant_rights] د
تابان22,اجاره تابان فردا لوتوس14080418,[warrant_rights] د
حتوكا,حمل‌ونقل‌توكا,[sector] نوع صنعت نامعتبر
ضستا1238,اختيارخ شستا-1210-1404/12/13,[sector] نوع صنعت نامعتبر
تپولا,مهندسي مرآت پولاد,[warrant_rights] د
مشير512,مشاركت ش شيراز512-3ماهه18%,[sector] نوع صنعت نامعتبر
ضخاور901,اختيارخ خاور-700-14040930,[sector] نوع صنعت نامعتبر
طمخا1109,اختيارف اخابر-650-1404/11/21,[sector] نوع صنعت نامعتبر
طملي0133,اختيارف فملي-14000-1405/01/11,[sector] نوع صنعت نامعتبر
طفرابورس1104,اختيارف فرابورس-3600-14041105,[sector] نوع صنعت نامعتبر
نتوس,پشم‌ بافي‌ توس,[sector] نوع صنعت نامعتبر
ضپادا1021,اختيارخ پادا-220000-14041007,[warrant_rights] د
كوروش08,مرابحه صنعت خشكبار كوروش080726,[murabaha] مرابحه
صترام603,صكوك مرابحه كترام603-بدون ضامن,[warrant_rights] د
ضذوب1211,اختيارخ ذوب-260-1404/12/19,[sector] نوع صنعت نامعتبر
ضستا1243,اختيارخ شستا-1710-1404/12/13,[sector] نوع صنعت نامعتبر
ضجار1075,اختيارخ وتجارت-500-1404/10/17,[sector] نوع صنعت نامعتبر
شهر فرش061,مرابحه شهر فرش-خليج فارس060921,[murabaha] مرابحه
پكرمان,گروه‌ صنعتي‌ بارز,[forex_crypto] ارز
ضستر1029,اختيارخ خگستر-2800-1404/10/03,[sector] نوع صنعت نامعتبر
تاصيكو,سرمايه گذاري صدرتامين,[warrant_rights] د
طوتعاون908,اختيارف وتعاون-2200-14040930,[sector] نوع صنعت نامعتبر
طفلا0134,اختيارف فولاد-4500-1405/01/19,[warrant_rights] د
طسپا1139,اختيارف خساپا-550-1404/11/29,[sector] نوع صنعت نامعتبر
صفولا005,صكوك اجاره فولاد005-بدون ضامن,[warrant_rights] د
ضسپا1246,اختيارخ خساپا-450-1404/12/26,[sector] نوع صنعت نامعتبر
پاداش2,صندوق س. ارزش پاداش-د,[warrant_rights] د
معين,بيمه ايران - معين,[sector] نوع صنعت نامعتبر
طملت0129,اختيارف وبملت-1400-1405/01/19,[sector] نوع صنعت نامعتبر
طستا1053,اختيارف شستا-1510-1404/10/10,[sector] نوع صنعت نامعتبر
ضمخا1104,اختيارخ اخابر-400-1404/11/21,[sector] نوع صنعت نامعتبر
طخود1154,اختيارف خودرو-600-1404/11/01,[warrant_rights] د
فناپ زيرساخت07,مرابحه فناوري پاسارگاد070211,[warrant_rights] د
كانسار,معدنكاران نسوز,[warrant_rights] د
رونق,صندوق س.رونق كسرا-سهام,[warrant_rights] د
طخود1252,اختيارف خودرو-650-1404/12/06,[warrant_rights] د
زعف0510پ05,زعفران0510نگين زرين(پ),[sector] نوع صنعت نامعتبر
صگل0059,صكوك اجاره كگل0059-بدون ضامن,[warrant_rights] د
طوتعاون1108,اختيارف وتعاون-2200-14041126,[sector] نوع صنعت نامعتبر
زدشت,كشت و صنعت دشت خرم دره,[warrant_rights] د
خپارس,پارس خودرو,[warrant_rights] د
فلامي,لاميران‌,[sector] نوع صنعت نامعتبر
طملي1409,اختيارف فملي-8000-1404/11/01,[sector] نوع صنعت نامعتبر
ضستا1132,اختيارخ شستا-510-1404/11/08,[sector] نوع صنعت نامعتبر
ضخود1147,اختيارخ خودرو-340-1404/11/01,[warrant_rights] د
كهربا,صندوق س.پشتوانه سكه طلا كهربا,[warrant_rights] د
ضملت1208,اختيارخ وبملت-1600-1404/12/19,[sector] نوع صنعت نامعتبر
عپروتئاز,سلف موازي پروتئازبن دافرآور,[warrant_rights] د
طجهش1020,اختيارف جهش-7500-1404/10/10,[sector] نوع صنعت نامعتبر
طفلا1010,اختيارف فولاد-4500-1404/10/10,[warrant_rights] د
ضپادا1012,اختيارخ پادا-130000-14041007,[warrant_rights] د
پلي استر07,مرابحه كيميا پلي استرقم071108,[murabaha] مرابحه
اراد1814,مرابحه عام دولت181-ش.خ050424,[warrant_rights] د
صبا806,صكوك اجاره صبا806-بدون ضامن,[warrant_rights] د
ضتيام1010,اختيارخ تيام-19000-14041029,[sector] نوع صنعت نامعتبر
اكتوور072,مرابحه اكتوور كو-فارس070612,[murabaha] مرابحه
زشگزا,شير و گوشت زاگرس شهركرد,[warrant_rights] د
طتوان1019,اختيارف توان-24000-14041021,[sector] نوع صنعت نامعتبر
ضجار1068,اختيارخ وتجارت-300-1404/10/17,[sector] نوع صنعت نامعتبر
پي پاد,پرداخت الكترونيك پاسارگاد,[warrant_rights] د
ميهن,بيمه ميهن,[sector] نوع صنعت نامعتبر
زشريف,كشت وصنعت شريف آباد,[warrant_rights] د
ضملت0124,اختيارخ وبملت-900-1405/01/19,[sector] نوع صنعت نامعتبر
داروك072,مرابحه داروك-كيميا070904,[warrant_rights] د
باران,بيمه زندگي باران,[warrant_rights] د
طسپا1250,اختيارف خساپا-650-1404/12/26,[sector] نوع صنعت نامعتبر
پيشرو051,مرابحه اورند پيشرو-لوتوس051118,[warrant_rights] د
فولاي,صنايع فولاد آلياژي يزد,[warrant_rights] د
خوساز,محورسازان‌ايران‌خودرو,[warrant_rights] د
شلعاب,لعابيران‌,[sector] نوع صنعت نامعتبر
تپمپي,پمپ‌ سازي‌ ايران‌,[sector] نوع صنعت نامعتبر
سحرخيز,صندوق س. گروه زعفران سحرخيز,[warrant_rights] د
تابان07,اجاره تابان لوتوس14041015,[sector] نوع صنعت نامعتبر
