symbol,name,reason
نيان,نيان الكترونيك,selected
وارس,سرمايه گذاري ارس صبا,selected
ولبهمن,شركت بهمن ليزينگ,selected
كگهر,معدني و صنعتي گهرزمين,selected
ولغدر,ليزينگ‌خودروغدير,selected
