symbol,name,reason
توسن,توسعه سامانه ي نرم افزاري نگين,no_signals_or_low_gain
ممسني2,پتروشيمي ممسني,no_signals_or_low_gain
سدبير2,س. تدبيرگران فارس وخوزستان,no_signals_or_low_gain
پتاير,ايران‌ تاير,no_signals_or_low_gain
ضذوب1017,اختيارخ ذوب-360-1404/10/17,no_signals_or_low_gain
حگهر,حمل و نقل گهرترابر سيرجان,no_signals_or_low_gain
ضهرم9020,اختيارخ اهرم-26000-1404/09/26,no_signals_or_low_gain
آرامش,صندوق سرمايه گذاري آرامش-ثابت,blacklist_name
بورس,بورس اوراق بهادار تهران,blacklist_name
وخاور,بانك خاورميانه,no_signals_or_low_gain
آباد,توريستي ورفاهي آبادگران ايران,no_signals_or_low_gain
وگردش,بانك گردشگري,no_signals_or_low_gain
فن افزار,توسعه فن افزار توسن,no_signals_or_low_gain
سيسكو,فولاد سيرجان ايرانيان,no_signals_or_low_gain
كطبس,ذغال‌سنگ‌ نگين‌ ط‌بس‌,no_signals_or_low_gain
فنر,پارس فنر,no_signals_or_low_gain
آلياژ,صندوق س صنايع آگاه3-بخشي,blacklist_name
خنور,نورايستا پلاستيك,no_signals_or_low_gain
سآبيك,سيمان آبيك,no_signals_or_low_gain
والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,no_signals_or_low_gain
مارون,پتروشيمي مارون,no_signals_or_low_gain
ختور,رادياتور ايران‌,no_signals_or_low_gain
بكاب,صنايع‌جوشكاب‌يزد,no_signals_or_low_gain
تليسه,دامداري تليسه نمونه,no_signals_or_low_gain
اسياتك,انتقال داده هاي آسياتك,no_signals_or_low_gain
سخوز,سيمان خوزستان,no_signals_or_low_gain
شكربن,كربن‌ ايران‌,no_signals_or_low_gain
وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,no_signals_or_low_gain
فاذر,صنايع‌ آذرآب‌,no_signals_or_low_gain
ضفلا1410,اختيارخ فولاد-3250-1404/11/08,no_signals_or_low_gain
هوشمند,صندوق س شاخصي شفق رابين,blacklist_name
خكار,ايركا پارت صنعت,no_signals_or_low_gain
جوانه كوچك,صندوق س.جوانه كوچك گندم-سهام,blacklist_name
داترا,آترا زيست آراي,no_signals_or_low_gain
قصفها,قنداصفهان‌,no_signals_or_low_gain
كفرا,فراورده‌ هاي‌ نسوزايران‌,no_signals_or_low_gain
اپال,فرآوري معدني اپال كاني پارس,no_signals_or_low_gain
ميهنح2,ح . بيمه ميهن,no_signals_or_low_gain
جوين,كشت و صنعت جوين,no_signals_or_low_gain
گشان,توسعه بين المللي پديده شانديز,no_signals_or_low_gain
وسبحان2,سرمايه گذاري سبحان,no_signals_or_low_gain
هرمز,فولاد هرمزگان جنوب,no_signals_or_low_gain
كيمياتك,آريان كيميا تك,no_signals_or_low_gain
ومعادن4,توسعه‌معادن‌وفلزات‌,no_signals_or_low_gain
غبشهر,صنعتي‌ بهشهر,no_signals_or_low_gain
ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,no_signals_or_low_gain
قرن,پديده شيمي قرن,no_signals_or_low_gain
ضملت1009,اختيارخ وبملت-1300-1404/10/17,no_signals_or_low_gain
فجهان,جهان فولاد سيرجان,no_signals_or_low_gain
كربن,كاني كربن طبس,no_signals_or_low_gain
ضفلا1409,اختيارخ فولاد-3000-1404/11/08,no_signals_or_low_gain
ضهرم1024,اختيارخ اهرم-24000-1404/10/24,no_signals_or_low_gain
ثنوسا,نوسازي‌وساختمان‌تهران‌,no_signals_or_low_gain
پتروآگاه,صندوق س صنايع آگاه1-بخشي,blacklist_name
سيستم,همكاران سيستم,no_signals_or_low_gain
كوثر,بيمه كوثر,no_signals_or_low_gain
پكوير,كوير تاير,no_signals_or_low_gain
فايرا,آلومينيوم‌ايران‌,no_signals_or_low_gain
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,no_signals_or_low_gain
ضخود1310,اختيارخ خودرو-600-1404/10/03,no_signals_or_low_gain
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,no_signals_or_low_gain
فارماني,صندوق س آرمان آتي- بخشي,blacklist_name
لكما,كارخانجات‌مخابراتي‌ايران‌,no_signals_or_low_gain
ولملت,واسپاري ملت,no_signals_or_low_gain
شفن,پتروشيمي فناوران,no_signals_or_low_gain
پارسيان,بيمه پارسيان,no_signals_or_low_gain
فلزفارابي,صندوق س.بخشي فلز فارابي-ب,blacklist_name
سخزر,سيمان‌ خزر,no_signals_or_low_gain
بهين رو,صندوق س صنايع ويستا1-بخشي,blacklist_name
سيمرغ,سيمرغ,no_signals_or_low_gain
اتوآگاه,صندوق س صنايع آگاه2-بخشي,blacklist_name
كاذر,فرآورده‌هاي‌نسوزآذر,no_signals_or_low_gain
غمايه,شركت خميرمايه رضوي,no_signals_or_low_gain
بمپنا,توليد برق عسلويه  مپنا,no_signals_or_low_gain
شنفت,نفت‌ پارس‌,no_signals_or_low_gain
غگلستا,شير پاستوريزه پگاه گلستان,no_signals_or_low_gain
فالوم,آلومتك,no_signals_or_low_gain
زكوثر,سرمايه گذاري كشاورزي كوثر,no_signals_or_low_gain
وبرق,س.کارکنان صنعت برق زنجان وقزوي,no_signals_or_low_gain
پايش,ص.س. درآمد ثابت پايش-د,blacklist_name
زماهان,مجتمع توليد گوشت مرغ ماهان,no_signals_or_low_gain
ترنج ثابت,ص.س.درآمد ثابت ترنج سودمند-د,blacklist_name
فلامي,لاميران‌,no_signals_or_low_gain
قچار,فراوردههاي غذايي وقند چهارمحال,no_signals_or_low_gain
بالاس,مهندسي ساختمان تاسيسات راه آهن,no_signals_or_low_gain
طستا1053,اختيارف شستا-1510-1404/10/10,no_signals_or_low_gain
كايزد,فرانسوز يزد,no_signals_or_low_gain
ختوقا,قطعات‌ اتومبيل‌ ايران‌,no_signals_or_low_gain
پاسا,ايران‌ياساتايرورابر,no_signals_or_low_gain
كحافظ,كاشي‌ وسراميك‌ حافظ‌,no_signals_or_low_gain
فرود,فولاد شاهرود,no_signals_or_low_gain
ودي,بيمه  دي,no_signals_or_low_gain
زملارد,كشاورزي و دامپروري ملارد شير,no_signals_or_low_gain
فلوله,لوله‌وماشين‌سازي‌ايران‌,no_signals_or_low_gain
حشكوه,دليجان طلايي شكوه پارس,no_signals_or_low_gain
هاي وب,داده گسترعصرنوين-هاي وب,no_signals_or_low_gain
بشهاب,لامپ‌  پارس‌ شهاب‌,no_signals_or_low_gain
دابور,داروسازي‌ ابوريحان‌,no_signals_or_low_gain
ضذوب9027,اختيارخ ذوب-340-1404/09/19,no_signals_or_low_gain
چنوپا,نيوپان‌ 22 بهمن‌,no_signals_or_low_gain
وايران,ليزينگ ايرانيان,no_signals_or_low_gain
تايرا,تراكتورسازي‌ايران‌,no_signals_or_low_gain
اخزا210,اسنادخزانه-م10بودجه02-051112,no_signals_or_low_gain
ضخود1307,اختيارخ خودرو-450-1404/10/03,no_signals_or_low_gain
ضجار1074,اختيارخ وتجارت-450-1404/10/17,no_signals_or_low_gain
ثاميد,توسعه و عمران اميد,no_signals_or_low_gain
ضصاد9030,اختيارخ وبصادر-550-1404/09/19,no_signals_or_low_gain
كپشير,پشم‌شيشه‌ايران‌,no_signals_or_low_gain
رپويا,پويا,no_signals_or_low_gain
فسپا,گروه‌صنعتي‌سپاهان‌,no_signals_or_low_gain
وخاور4,بانك خاورميانه,no_signals_or_low_gain
ضصاد9029,اختيارخ وبصادر-500-1404/09/19,no_signals_or_low_gain
آواك,صنايع ارتباطي آوا,no_signals_or_low_gain
اردستان,سيمان اردستان,no_signals_or_low_gain
سمازن,سيمان‌مازندران‌,no_signals_or_low_gain
دانا,بيمه دانا,no_signals_or_low_gain
غپآذر,شير پگاه آذربايجان شرقي,no_signals_or_low_gain
بهامرز,بيمه زندگي هامرز,no_signals_or_low_gain
ضخود1153,اختيارخ خودرو-550-1404/11/01,no_signals_or_low_gain
كاريس,صندوق س.سپند كاريزما-س,blacklist_name
همراه,شركت ارتباطات سيار ايران,no_signals_or_low_gain
خراسان,پتروشيمي خراسان,no_signals_or_low_gain
دبالك,مواد اوليه دارويي البرز بالك,no_signals_or_low_gain
ضهرم9021,اختيارخ اهرم-28000-1404/09/26,no_signals_or_low_gain
سصفها,سيمان‌اصفهان‌,no_signals_or_low_gain
فسرب,ملي‌ سرب‌وروي‌ ايران‌,no_signals_or_low_gain
ضخود1154,اختيارخ خودرو-600-1404/11/01,no_signals_or_low_gain
وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,no_signals_or_low_gain
كلر,كلر پارس,no_signals_or_low_gain
فبيرا,بسته‌ بندي‌ ايران‌,no_signals_or_low_gain
خبنيان,بنيان ديزل,no_signals_or_low_gain
شپنا4,پالايش نفت اصفهان,no_signals_or_low_gain
غكورش2,صنعت غذايي كورش,no_signals_or_low_gain
سهرمز4,سيمان‌هرمزگان‌,no_signals_or_low_gain
فخاس,فولاد خراسان,no_signals_or_low_gain
سخاش,سيمان‌خاش‌,no_signals_or_low_gain
رتاپ,تجارت الكترونيك  پارسيان,no_signals_or_low_gain
دلر,داروسازي‌ اكسير,no_signals_or_low_gain
كسرام,پارس‌ سرام‌,no_signals_or_low_gain
سجام,مجتمع سيمان غرب آسيا,no_signals_or_low_gain
ريشمك,توليد و صادرات ريشمك,no_signals_or_low_gain
آلكان,صندوق راهبرصنايع مهرگان1-بخشي,blacklist_name
آسيا,بيمه آسيا,no_signals_or_low_gain
غپينو,پارس‌ مينو,no_signals_or_low_gain
ضهرم1027,اختيارخ اهرم-30000-1404/10/24,no_signals_or_low_gain
دجابر,داروسازي‌ جابرابن‌حيان‌,no_signals_or_low_gain
كترام,توليدي‌ كاشي‌ تكسرام‌,no_signals_or_low_gain
ضهرم9019,اختيارخ اهرم-24000-1404/09/26,no_signals_or_low_gain
فملي4,ملي‌ صنايع‌ مس‌ ايران‌,no_signals_or_low_gain
پي پاد,پرداخت الكترونيك پاسارگاد,no_signals_or_low_gain
دارو,كارخانجات‌داروپخش‌,no_signals_or_low_gain
سيتا,سرمايه گذاري سيمان تامين,no_signals_or_low_gain
پتروصبا,صندوق س صنايع انديشه صبا1-بخشي,blacklist_name
فنوال,نورد آلومينيوم‌,no_signals_or_low_gain
فولاژ,فولاد آلياژي ايران,no_signals_or_low_gain
وبهمن2,سرمايه‌گذاري‌بهمن‌,no_signals_or_low_gain
كوانتوم,صندوق س. كوانتوم بهاوند-س,blacklist_name
شيران2,س. صنايع‌شيميايي‌ايران,no_signals_or_low_gain
بانكا,صندوق س صنايع آگاه4-بخشي,blacklist_name
شدوص,دوده‌ صنعتي‌ پارس‌,no_signals_or_low_gain
قشير,قند شيروان قوچان و بجنورد,no_signals_or_low_gain
دتوزيع,توزيع دارو پخش,no_signals_or_low_gain
زشگزا,شير و گوشت زاگرس شهركرد,no_signals_or_low_gain
آسان,صندوق س.مشترك گنجينه مهر-د,blacklist_name
تجلي,تجلي توسعه معادن و فلزات,no_signals_or_low_gain
شكام2,صنايع شيميايي كيمياگران امروز,no_signals_or_low_gain
عاليس,بهار رز عاليس چناران,no_signals_or_low_gain
جم پيلن,پتروشيمي جم پيلن,no_signals_or_low_gain
خيمن,ايمن خودرو شرق,no_signals_or_low_gain
بمولد,مولد نيروگاهي تجارت فارس,no_signals_or_low_gain
ضجار1075,اختيارخ وتجارت-500-1404/10/17,no_signals_or_low_gain
حتوكا,حمل‌ونقل‌توكا,no_signals_or_low_gain
ددانا,داروسازي دانا,no_signals_or_low_gain
وبهمن,سرمايه‌گذاري‌بهمن‌,no_signals_or_low_gain
ساوه,سيمان ساوه,no_signals_or_low_gain
ددام,داروسازي زاگرس فارمد پارس,no_signals_or_low_gain
ضسپا1040,اختيارخ خساپا-500-1404/10/24,no_signals_or_low_gain
كاشانه,ص.س املاك وم.كاشانه خليج فارس,blacklist_name
زدشت,كشت و صنعت دشت خرم دره,no_signals_or_low_gain
فزرين,زرين معدن آسيا,no_signals_or_low_gain
كارما,صندوق س.درآمد ثابت كيهان-د,blacklist_name
طهرم1026,اختيارف اهرم-28000-1404/10/24,no_signals_or_low_gain
ضتوان913,اختيارخ توان-24000-14040923,no_signals_or_low_gain
مبين,مبين انرژي خليج فارس,no_signals_or_low_gain
خكرمان,سرمايه گذاري آرمان گستر پاريز,no_signals_or_low_gain
فافزا,فولاد افزا سپاهان,no_signals_or_low_gain
تملت,تامين سرمايه بانك ملت,no_signals_or_low_gain
خكمك,كمك‌فنرايندامين‌,no_signals_or_low_gain
شملي,ملي شيمي كشاورز,no_signals_or_low_gain
غگرجي,بيسكويت‌  گرجي‌,no_signals_or_low_gain
رايكا,صندوق س نوع دوم رايكا- ثابت,blacklist_name
شفام,توليدي و صنعتي گوهرفام,no_signals_or_low_gain
لازما,كارخانه هاي صنعتي آزمايش,no_signals_or_low_gain
بميلا,توسعه سرمايه گذاري ميلاد پارس,no_signals_or_low_gain
ضسپا9014,اختيارخ خساپا-400-1404/09/26,no_signals_or_low_gain
كنور,توسعه معدني و صنعتي صبانور,no_signals_or_low_gain
ولساپا,ليزينگ رايان‌ سايپا,no_signals_or_low_gain
غناب,روغن‌ نباتي‌ ناب,no_signals_or_low_gain
غكورش,صنعت غذايي كورش,no_signals_or_low_gain
شغدير,پتروشيمي غدير,no_signals_or_low_gain
خرينگ,رينگ‌سازي‌مشهد,no_signals_or_low_gain
سبزوا,سيمان لار سبزوار,no_signals_or_low_gain
تنوين,تامين سرمايه نوين,no_signals_or_low_gain
خوساز,محورسازان‌ايران‌خودرو,no_signals_or_low_gain
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,no_signals_or_low_gain
ولصنم,ليزينگ‌صنعت‌ومعدن‌,no_signals_or_low_gain
خمحور,توليدمحورخودرو,no_signals_or_low_gain
تپمپي,پمپ‌ سازي‌ ايران‌,no_signals_or_low_gain
ديران,ايران‌دارو,no_signals_or_low_gain
غگل,گلوكوزان‌,no_signals_or_low_gain
قمرو,قند مرودشت‌,no_signals_or_low_gain
هامون,صندوق س. سهام ثروت هامون-س,blacklist_name
كاسپين,داروسازي كاسپين تامين,no_signals_or_low_gain
زكشت,كشاورزي مكانيزه اصفهان كشت,no_signals_or_low_gain
دزهراوي,داروسازي‌زهراوي‌,no_signals_or_low_gain
خمهر,مهركام‌پارس‌,no_signals_or_low_gain
البرز,بيمه البرز,no_signals_or_low_gain
ضهرم1123,اختيارخ اهرم-26000-1404/11/29,no_signals_or_low_gain
سغدير,توسعه سرمايه و صنعت غدير,no_signals_or_low_gain
ضذوب9025,اختيارخ ذوب-300-1404/09/19,no_signals_or_low_gain
شسينا,صنايع‌شيميايي‌سينا,no_signals_or_low_gain
غشهداب,كشت و صنعت شهداب ناب خراسان,no_signals_or_low_gain
سبجنو,سيمان‌ بجنورد,no_signals_or_low_gain
داوه,داروسازي آوه سينا,no_signals_or_low_gain
بزاگرس,نيروگاه زاگرس كوثر,no_signals_or_low_gain
زگلدشت,كشت و دام گلدشت نمونه اصفهان,no_signals_or_low_gain
طستا1052,اختيارف شستا-1410-1404/10/10,no_signals_or_low_gain
خديزل,بهمن  ديزل,no_signals_or_low_gain
ولراز,ليزينگ رازي,no_signals_or_low_gain
درهآور,دارويي ره آورد تامين,no_signals_or_low_gain
قشرين,قند شيرين خراسان,no_signals_or_low_gain
حريل,ريل پردازسير,no_signals_or_low_gain
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,no_signals_or_low_gain
ساينا,صنايع بهداشتي ساينا,no_signals_or_low_gain
خبرگان,صندوق س انديشه خبرگان-سهام,blacklist_name
دقاضي,داروسازي شهيد قاضي,no_signals_or_low_gain
وگستر,گسترش سرمايه گذاري ايرانيان,no_signals_or_low_gain
وسرمد2,بيمه  سرمد,no_signals_or_low_gain
غپاك,لبنيات‌ پاك‌,no_signals_or_low_gain
همگام,صندوق س. درآمد ثابت همگام-د,blacklist_name
دالبر,البرزدارو,no_signals_or_low_gain
ضموج914,اختيارخ موج-28000-14040923,no_signals_or_low_gain
بفجر,فجر انرژي خليج فارس,no_signals_or_low_gain
زعف0510پ05,زعفران0510نگين زرين(پ),no_signals_or_low_gain
ضملت1007,اختيارخ وبملت-1100-1404/10/17,no_signals_or_low_gain
خمحركه,نيرو محركه‌,no_signals_or_low_gain
دسبحا,گروه دارويي سبحان,no_signals_or_low_gain
بمان,صندوق س.بازده مانا-د,blacklist_name
صنم,ص.س.صندوق در صندوق صنم,blacklist_name
مكرج412,مشاركت ش كرج412-3ماهه18%,no_signals_or_low_gain
سپيد,سپيد ماكيان,no_signals_or_low_gain
كدما,معدني‌ دماوند,no_signals_or_low_gain
وثنو,سرمايه گذاري ساختماني نوين,no_signals_or_low_gain
دپارس,پارس‌ دارو,no_signals_or_low_gain
قاسم,قاسم ايران,no_signals_or_low_gain
غمينو,شركت صنايع غذايي مينو شرق,no_signals_or_low_gain
اپرداز,آتيه داده پرداز,no_signals_or_low_gain
زشريف,كشت وصنعت شريف آباد,no_signals_or_low_gain
دتوليد,داروسازي توليد دارو,no_signals_or_low_gain
شكلر,نيروكلر,no_signals_or_low_gain
ضذوب9026,اختيارخ ذوب-320-1404/09/19,no_signals_or_low_gain
حگردش,ريل گردش ايرانيان,no_signals_or_low_gain
كوير,توليدي فولاد سپيد فراب كوير,no_signals_or_low_gain
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,blacklist_name
غدشت,دشت‌ مرغاب‌,no_signals_or_low_gain
امين,تامين سرمايه امين,no_signals_or_low_gain
واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,no_signals_or_low_gain
ثپرديس,سرمايه گذاري مسكن پرديس,no_signals_or_low_gain
فافق,صنايع مس افق كرمان,no_signals_or_low_gain
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,no_signals_or_low_gain
ضخود1152,اختيارخ خودرو-500-1404/11/01,no_signals_or_low_gain
وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,no_signals_or_low_gain
سغرب,سيمان‌غرب‌,no_signals_or_low_gain
ولنوين,ليزينگ اقتصاد نوين,no_signals_or_low_gain
لبوتان,گروه‌صنعتي‌بوتان‌,no_signals_or_low_gain
وبشهر,توسعه‌ صنايع‌ بهشهر(هلدينگ,no_signals_or_low_gain
پيشران,صندوق س پيشران پارسيان-اهرمي,blacklist_name
فروي,ذوب روي اصفهان,no_signals_or_low_gain
وفتخار,سرمايه گذاري افتخار سهام,no_signals_or_low_gain
آسام,صندوق س.آرمان سپهر آتي-م,blacklist_name
آبين,كشت و صنعت آبشيرين,no_signals_or_low_gain
ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,no_signals_or_low_gain
ارفع,شركت آهن و فولاد ارفع,no_signals_or_low_gain
فكمند,گسترش قطعه سازي كمند,no_signals_or_low_gain
سصوفي4,سيمان‌ صوفيان‌,no_signals_or_low_gain
فصبا,صبا فولاد خليج فارس,no_signals_or_low_gain
دروز,داروسازي‌ روزدارو,no_signals_or_low_gain
غويتا,ويتانا,no_signals_or_low_gain
شپارس,بين‌ المللي‌ محصولات‌  پارس‌,no_signals_or_low_gain
هيبريد,صندوق س آسمان خاورميانه-مختلط,blacklist_name
پرتوسا,صندوق س.سهامي پرتو آمال-س,blacklist_name
طهرم1123,اختيارف اهرم-26000-1404/11/29,no_signals_or_low_gain
كيا,كيا الكترود شرق,no_signals_or_low_gain
اخزا212,اسناد خزانه-م12بودجه02-050916,no_signals_or_low_gain
سخواف,سيمان مجد خواف,no_signals_or_low_gain
بتهران,بيمه اتكايي تهران رواك,no_signals_or_low_gain
غپونه,نوش پونه مشهد,no_signals_or_low_gain
طخود1310,اختيارف خودرو-600-1404/10/03,no_signals_or_low_gain
ضخود1306,اختيارخ خودرو-400-1404/10/03,no_signals_or_low_gain
تابا,تابان نيرو سپاهان,no_signals_or_low_gain
غصينو,صنعتي مينو,no_signals_or_low_gain
ولتجار,واسپاري تجارايرانيان,no_signals_or_low_gain
مهر,سرمايه گذاري مهر,no_signals_or_low_gain
لوتوس,تامين سرمايه لوتوس پارسيان,no_signals_or_low_gain
ثروتم,صندوق س. ثروت آفرين پارسيان-س,blacklist_name
قشهد,شهد,no_signals_or_low_gain
سپيدار,سپيدار سيستم آسيا,no_signals_or_low_gain
كصدف,كاشي صدف سرام استقلال آباده,no_signals_or_low_gain
نطرين,عطرين نخ قم,no_signals_or_low_gain
برليان,صندوق سرمايه گذاري برليان-سهام,blacklist_name
ساروج,بين المللي ساروج بوشهر,no_signals_or_low_gain
ركيش,كارت اعتباري ايران كيش,no_signals_or_low_gain
بكام,كارخانجات توليدي شهيد قندي,no_signals_or_low_gain
شلعاب,لعابيران‌,no_signals_or_low_gain
بپيوند,برق و انرژي پيوندگستر پارس,no_signals_or_low_gain
ضتوان914,اختيارخ توان-26000-14040923,no_signals_or_low_gain
غبهار,كشت وصنعت بهاران گلبهار خراسان,no_signals_or_low_gain
دريا,صندوق س درياي آبي فيروزه-سهام,blacklist_name
ضهرم1122,اختيارخ اهرم-24000-1404/11/29,no_signals_or_low_gain
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,no_signals_or_low_gain
لطيف,محصولات كاغذي لطيف,no_signals_or_low_gain
شخارك,پتروشيمي‌ خارك‌,no_signals_or_low_gain
ضهرم1022,اختيارخ اهرم-20000-1404/10/24,no_signals_or_low_gain
غشاذر,پگاه‌آذربايجان‌غربي‌,no_signals_or_low_gain
ضذوب1019,اختيارخ ذوب-400-1404/10/17,no_signals_or_low_gain
وامين2,سرمايه گذاري امين مهرگان,no_signals_or_low_gain
غنيلي,مجتمع توليدي نيلي صنعت كرمان,no_signals_or_low_gain
وهامون,سرمايه گذاري هامون صبا,no_signals_or_low_gain
نبابك,نساجي بابكان,no_signals_or_low_gain
ملت,بيمه ملت,no_signals_or_low_gain
وحافظ,بيمه حافظ,no_signals_or_low_gain
كساپا,سايپاشيشه‌,no_signals_or_low_gain
كبافق,معادن‌ بافق‌,no_signals_or_low_gain
تكپاد,صندوق س. مشترك آريان-س,blacklist_name
نيرو,نيرو سرمايه,no_signals_or_low_gain
زنجان,صنايع كشاورزي وكود زنجان,no_signals_or_low_gain
وپايا,سرمايه گذاري پايا تدبيرپارسا,no_signals_or_low_gain
وسبحان,سرمايه گذاري سبحان,no_signals_or_low_gain
دانيك,ص.س.املاك ومستغلات نيك راي,blacklist_name
فروژ,صنايع فروآلياژ ايران,no_signals_or_low_gain
درازي,پخش رازي,no_signals_or_low_gain
زنگان,صنعت روي زنگان,no_signals_or_low_gain
وپويا,سرمايه گذاري پويا,no_signals_or_low_gain
ومهان,گروه توسعه مالي مهرآيندگان,no_signals_or_low_gain
شپترو,پتروشيمي آبادان,no_signals_or_low_gain
خنصير,مهندسي‌نصيرماشين‌,no_signals_or_low_gain
ضذوب9028,اختيارخ ذوب-360-1404/09/19,no_signals_or_low_gain
شرانل,نفت ايرانول,no_signals_or_low_gain
حپرتو,پرتو بار فرابر خليج فارس,no_signals_or_low_gain
شاملا,معدني‌ املاح‌  ايران‌,no_signals_or_low_gain
كمرجان,بازرگاني و توليدي مرجان كار,no_signals_or_low_gain
انتخاب,گروه انتخاب الكترونيك آرمان,no_signals_or_low_gain
هامرز,صندوق س اعتماد هامرز-ثابت,blacklist_name
متال,صندوق س صنايع دايا1-بخشي,blacklist_name
مديريت,س. و خدمات مديريت صند. ب كشوري,no_signals_or_low_gain
فلزا,صندوق س.بخشي صنايع پاداش2-ب,blacklist_name
كساوه,صنايع‌ كاشي‌ و سراميك‌ سينا,no_signals_or_low_gain
آساس,صندوق س.آسمان آرماني سهام-س,blacklist_name
قزوين,كارخانجات‌ قند قزوين‌,no_signals_or_low_gain
وبملت4,بانك ملت,no_signals_or_low_gain
چفيبر,توليد فيبر ايران‌,no_signals_or_low_gain
گنگين,گروه اقتصادي مالي نگين,no_signals_or_low_gain
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,no_signals_or_low_gain
