symbol,strike,days_to_expiry,mc_call_price,mc_put_price,mc_call_return_pct,mc_put_return_pct
كگهر,6067.971580533103,30,688.0451218862313,3.7305334087486264,-0.005756411039316778,0.10393882301057865
كگهر,6742.1906450367815,30,150.6089384420525,142.17135987944297,-0.036221326030539465,0.013804514660782813
كگهر,7416.40970954046,30,7.710332093372465,673.652825419263,0.04507768620473729,0.014598950002707611
كگهر,6067.971580533103,60,715.0979789343771,19.716255848254306,-0.007904568690818667,0.11077006815942156
كگهر,6742.1906450367815,60,216.2524768944791,202.19150073747562,-0.041410337612887975,0.04456605593367833
كگهر,7416.40970954046,60,33.71626929059166,683.3581079323945,0.010007094713089498,0.016343878093594305
كگهر,6067.971580533103,90,738.3617898602423,36.72683220622831,-0.019567288931272582,0.02903427058561588
كگهر,6742.1906450367815,90,274.8229489285241,235.11778828225042,-0.020505411421397984,0.010870772338130217
كگهر,7416.40970954046,90,61.39206176073082,700.8096529241456,-0.051312896998858715,0.02137087600995312
اهرم,21770.58745993682,30,1923.9869333588408,16.84050370254397,-0.2226075928988646,3.012971332309739
اهرم,24189.541622152025,30,238.80725222985828,759.760889279807,-0.5072871010584301,0.7786635722949695
اهرم,26608.495784367227,30,3.1041679054174915,2930.2299140082227,-0.7202921876700354,0.23806924162733556
اهرم,21770.58745993682,60,1510.8484004342279,136.34422560957262,-0.408454065399852,3.3023588510140245
اهرم,24189.541622152025,60,258.5130020123347,1242.538616719679,-0.6318575587795338,1.1156986348614202
اهرم,26608.495784367227,60,13.422492273849084,3453.9961637394886,-0.8036340208510901,0.46299809107237
اهرم,21770.58745993682,90,1278.7711239273826,354.7746766575567,-0.5167820786371874,3.8960801540719876
اهرم,24189.541622152025,90,239.09051361444625,1716.4949225008638,-0.7269805282008323,1.4397273625950386
اهرم,26608.495784367227,90,17.77883923337479,3945.0144423923853,-0.880127785315673,0.6590430041287575
خودران,8909.773538343961,30,868.5908500125189,18.201142195759346,-0.1496739883290886,0.7642822737144123
خودران,9899.748375937734,30,181.4014331356511,322.8835005860121,-0.3007173457819909,0.36891636898071284
خودران,10889.723213531508,30,9.089568215534792,1141.5016640585334,-0.5431884205562769,0.16009141305337185
خودران,8909.773538343961,60,811.7399675214922,85.29446347393478,-0.24497593086295785,0.9920920354685047
خودران,9899.748375937734,60,222.40138509587476,493.32787428871217,-0.4045601615829567,0.5110594380213221
خودران,10889.723213531508,60,37.95204344876891,1287.6820080550049,-0.4842694303858996,0.2726253489187954
خودران,8909.773538343961,90,758.4669900303111,171.82976316132974,-0.3302773507485349,1.1717678454695444
خودران,9899.748375937734,90,251.87736651943226,660.8896149585341,-0.45670506510272046,0.6810105211879596
خودران,10889.723213531508,90,47.94547025076625,1442.2643651505148,-0.6377728313736337,0.3803802261239069
ولغدر,2612.196020126083,30,326.5582199586983,0.5585368730377438,0.09855621709808597,-0.3062990370757745
ولغدر,2902.4400223623147,30,78.76856556702472,41.51492376035868,0.27502350550293575,-0.24347451662495537
ولغدر,3192.6840245985463,30,3.2353694274957094,254.77717671799252,0.6565540335351001,-0.10480267387384289
ولغدر,2612.196020126083,60,355.5562416809048,2.77280664050609,0.15508965023731736,-0.46300363385366905
ولغدر,2902.4400223623147,60,121.95185071998151,52.39436359999027,0.3646334561704113,-0.3067486009284056
ولغدر,3192.6840245985463,60,17.75169804222369,235.9306575016709,0.6949240853335102,-0.17376857891942932
ولغدر,2612.196020126083,90,390.6871909265311,5.755662921552528,0.22096912483902412,-0.4835726296264873
ولغدر,2902.4400223623147,90,156.9445156260774,62.11469420170233,0.4098804187868366,-0.3148592641414829
ولغدر,3192.6840245985463,90,38.53537819559478,223.50053467775172,0.7833330193264394,-0.2269867849371765
بپيوند,10565.805020081723,30,1152.9310184788912,5.504801225769691,-0.04233482984083321,0.14857112094804742
بپيوند,11739.78335564636,30,244.26132878864368,258.83135241826824,-0.07423386222521729,0.09707236299634249
بپيوند,12913.761691210995,30,7.696066088124315,1205.5083737689308,-0.29053443105581267,0.044530047375555826
بپيوند,10565.805020081723,60,1165.4470230672623,36.37429304486453,-0.06848288392683408,0.3494061368582658
بپيوند,11739.78335564636,60,331.8179690579811,362.37428027127737,-0.12947485951116702,0.11363042067259488
بپيوند,12913.761691210995,60,39.84674567870965,1261.7388752070256,-0.2341336955826053,0.0833549997042577
بپيوند,10565.805020081723,90,1169.3592197561072,73.00870951166681,-0.10374409719757842,0.314612313702368
بپيوند,11739.78335564636,90,378.09257995124506,469.72964911114303,-0.20288366548885953,0.2020658584194712
بپيوند,12913.761691210995,90,72.87898731047943,1331.6036174036194,-0.2927500080936656,0.12361049187473563
اوان,8578.728783189217,30,731.5836209942253,8.355178583535002,-0.25002433187609935,3.4368335091927396
اوان,9531.92087021024,30,87.48016976147632,318.69126202404095,-0.5493033697590107,0.8589968696782797
اوان,10485.112957231266,30,1.1448557333437834,1171.2982894174415,-0.7644938296019482,0.2552514060630452
اوان,8578.728783189217,60,568.6348988726161,66.16815262229092,-0.435616148063036,3.8702741768068862
اوان,9531.92087021024,60,93.6056883057715,529.6777666938673,-0.6669964897239178,1.2461771177975478
اوان,10485.112957231266,60,5.502921298845787,1385.9667565311127,-0.8089687166744839,0.48678879468301095
اوان,8578.728783189217,90,452.9180036110812,162.24728164207826,-0.5665109363084195,4.307486854778695
اوان,9531.92087021024,90,88.55101577469776,736.9284229036887,-0.7473160903641968,1.607679757594056
اوان,10485.112957231266,90,5.86526726366679,1617.5129910152707,-0.9048362584396881,0.7203948589877065
وسبحان,1987.989430937487,30,190.80667902054697,2.319617146370597,-0.15847162516584243,1.065798307543757
وسبحان,2208.8771454860967,30,34.69456466805075,66.28655437508377,-0.3238021075403941,0.43928099611669574
وسبحان,2429.7648600347065,30,1.314219581245618,252.07866793768963,-0.46258502784844807,0.15868997442524535
وسبحان,1987.989430937487,60,170.09812742780653,14.24449894677066,-0.2798625897054681,1.4264568152785941
وسبحان,2208.8771454860967,60,41.210204754116056,103.46864297682488,-0.44360432943113653,0.6275587921711387
وسبحان,2429.7648600347065,60,4.245873779178857,285.03289816604354,-0.6147445005957645,0.29345318704032936
وسبحان,1987.989430937487,90,161.8602738099293,28.68201343589083,-0.3442209949220473,1.4339119789886372
وسبحان,2208.8771454860967,90,44.81944333524462,133.30780634501676,-0.5134369295166875,0.7450292936163178
وسبحان,2429.7648600347065,90,7.712751439626165,311.7384849539566,-0.6384610489413801,0.3859528032941343
فزرين,3211.1924929368392,30,398.52856066526596,1.322193436513591,0.08742486677206401,-0.3558435508287542
فزرين,3567.99165881871,30,102.37905006362105,62.474335118996784,0.21163575920569216,-0.17809303834419055
فزرين,3924.7908247005817,30,5.863981460106128,328.742821470092,0.34021492493402794,-0.06564933474941018
فزرين,3211.1924929368392,60,433.0956918799348,6.247533283605847,0.13269883732257798,-0.3936265610245547
فزرين,3567.99165881871,60,151.0127327137766,82.38096507729678,0.2385984610304346,-0.2152117489473831
فزرين,3924.7908247005817,60,28.73777855388295,306.9230042539378,0.5089377837732726,-0.14075102945874396
فزرين,3211.1924929368392,90,480.6692634237638,12.458338525143672,0.20155772040320946,-0.3888147100860611
فزرين,3567.99165881871,90,200.40972360411868,91.50925655997361,0.3221270386750744,-0.2748091132080139
فزرين,3924.7908247005817,90,55.64557072215958,297.23876666977964,0.5289261545017651,-0.18622695176839135
دارونو,9350.998003263589,30,735.2601222124798,34.98047679161889,-0.3136224599347995,2.504833594142546
دارونو,10389.997781403985,30,114.43937883581984,478.0182803297788,-0.5734185086029928,0.9626128699256237
دارونو,11428.997559544385,30,4.119704690250347,1390.4539928452386,-0.7888390626932232,0.34821438941294497
دارونو,9350.998003263589,60,539.0802018376419,180.8760360131253,-0.5212071257122483,3.2566309896283943
دارونو,10389.997781403985,60,106.01757466874162,779.3716406007131,-0.7256135203886058,1.3125252429518433
دارونو,11428.997559544385,60,13.222076127359452,1727.51227561521,-0.8207225993550262,0.6321037239487192
دارونو,9350.998003263589,90,418.2062156958274,385.7432404783997,-0.6470242249890478,3.867617672528638
دارونو,10389.997781403985,90,96.05175154696137,1098.2649164583243,-0.7997662478447932,1.7067643513450321
دارونو,11428.997559544385,90,13.130116096311411,2031.5731332604782,-0.9018289594436707,0.8614338193474032
شمس,3896.215828847251,30,395.51598532656254,4.083362734236877,-0.11073586591356031,0.5770841127860269
شمس,4329.128698719168,30,79.62674594788137,115.30020320039844,-0.22811253480785457,0.24161213387223954
شمس,4762.041568591085,30,3.1749612509376886,476.33404090154994,-0.4208782518604168,0.11535215221420785
شمس,3896.215828847251,60,366.98522396093784,23.135780115607737,-0.20951708615535117,0.8029341707170509
شمس,4329.128698719168,60,97.68572644279952,181.52622979302276,-0.3436402157668727,0.41525857735680266
شمس,4762.041568591085,60,12.624489335854406,525.9336293877619,-0.46518800747856404,0.21211949498529584
شمس,3896.215828847251,90,354.69116457893784,51.02650476487006,-0.27005719071571627,1.0190485153594715
شمس,4329.128698719168,90,115.81817499644339,233.25149824063436,-0.3740056242215739,0.5126306361624058
شمس,4762.041568591085,90,21.364649518101437,576.1514333834668,-0.5244829996369103,0.29778805736350966
قمرو,3406.7205113673454,30,329.6658081714945,1.7994454859716018,-0.14899160380663948,1.3787571491387085
قمرو,3785.245012630384,30,46.39784852490633,103.59833000010184,-0.39892409461864636,0.5192696108205951
قمرو,4163.769513893422,30,0.6804607499506816,426.605728729783,-0.6508013508614612,0.15121125918585393
قمرو,3406.7205113673454,60,294.0665345408453,13.87225676552964,-0.265098409761589,1.5520726092077164
قمرو,3785.245012630384,60,58.843533700705386,155.5483494621644,-0.47359679628296636,0.6582622497555763
قمرو,4163.769513893422,60,3.7045985624270252,481.7323808445903,-0.6780781985289593,0.30109353887354734
قمرو,3406.7205113673454,90,261.89247795639994,37.61293672870192,-0.3689106277342682,2.079682783496033
قمرو,3785.245012630384,90,61.33146686817768,211.8104552282028,-0.5598983275115944,0.884160344562294
قمرو,4163.769513893422,90,7.392400850380529,524.1979945185838,-0.6993890305508217,0.40354845553927754
دارو,2146.779631304284,30,250.7679634254908,0.7542567709334139,0.026178434905237326,0.027107513919687295
دارو,2385.3107014492043,30,55.39383841493427,42.41001898892864,0.07564174332878236,-0.07453946317517202
دارو,2623.841771594125,30,2.2439554115967213,226.89028592548738,0.28368194559740395,-0.030546298808280685
دارو,2146.779631304284,60,259.3500376993679,4.054824243560577,0.023990477665403652,-0.10772134136892497
دارو,2385.3107014492043,60,80.10476422389482,58.99951981410022,0.07567169753737411,-0.065545216741746
دارو,2623.841771594125,60,11.23129686197666,226.39104328973158,0.23500134611510384,-0.03729114152345529
دارو,2146.779631304284,90,281.12016625065945,7.131341034205137,0.06688552646059516,-0.26371075670889677
دارو,2385.3107014492043,90,100.5787815629937,71.1432688611656,0.08455602716008347,-0.06093960403368075
دارو,2623.841771594125,90,21.896120976074933,221.75078538552023,0.17998652361941767,-0.06988555349775258
سدبير,29315.74616094134,30,3005.447399418242,19.53606249083864,-0.09977478075344265,0.6945072140734172
سدبير,32573.05128993482,30,566.6163356331326,780.24666698064,-0.20987968869985163,0.21977575242427302
سدبير,35830.356418928306,30,16.07713338330573,3534.4743645385943,-0.3993291878524013,0.10491633564537135
سدبير,29315.74616094134,60,2904.962305153754,121.0078728375911,-0.1615329665824593,0.7785031481848832
سدبير,32573.05128993482,60,794.2125850528544,1188.2944988350603,-0.2337641209110252,0.34762283186015847
سدبير,35830.356418928306,60,66.94265169748896,3796.309222389484,-0.49945699077793587,0.17867418529197898
سدبير,29315.74616094134,90,2842.7904246158932,269.9112109713805,-0.2122076288532,0.8928434855082538
سدبير,32573.05128993482,90,839.5221714100759,1543.6487922045098,-0.34936349865769106,0.45837280967301375
سدبير,35830.356418928306,90,142.58930266453984,3989.598608997475,-0.4697146325568008,0.21962155356984236
شبريز,19838.63648490524,30,2059.9641180180743,24.997962037087024,-0.09241431945217655,0.36997538869853464
شبريز,22042.929427672483,30,450.0231195926914,612.573264193691,-0.18832055982873872,0.22023190226020703
شبريز,24247.222370439733,30,23.42613954129742,2389.0922872797332,-0.35928044312062235,0.0943113945811249
شبريز,19838.63648490524,60,2030.1784304917232,126.63993579183453,-0.14697300651205936,0.5551681172225463
شبريز,22042.929427672483,60,612.9197097415677,877.2127387023597,-0.23285780246260876,0.26354355685842557
شبريز,24247.222370439733,60,92.5062816265679,2617.41398371173,-0.3572023068046052,0.17214273734318103
شبريز,19838.63648490524,90,1990.4922894178248,256.6845773434993,-0.20378804473739495,0.6618172253703068
شبريز,22042.929427672483,90,679.3318933196595,1149.0342741428487,-0.31542327687090665,0.3753476350193983
شبريز,24247.222370439733,90,161.02819254029214,2816.2821745618617,-0.39221113047055856,0.22625306599469952
