symbol,price,volume,sma20,sma50,sma200,rsi14,low52,high52,high50,potential_target,potential_gain_pct,near_low,oversold,macd_building,signals_count,passed,days_since_52w_low,distance_from_low_pct,resistance_50,resistance_52,resistance_distance_pct,volatility_14d,momentum_5d
ولبهمن,2684.0937991580568,25878924,2799.398785133458,2990.81969318563,3135.785535621019,20.083334178698763,2684.0937991580568,3395.9661658905006,3318.6637884977886,3318.6637884977886,0.23641870844408752,True,True,True,3,True,0,0.0,3318.6637884977886,3395.9661658905006,23.641870844408754,0.00804213938307173,-0.004245290430392225
پاداش,19695.751253925708,105311449,20285.437340434,21989.975695158224,22062.35338258267,23.730850630772935,19615.054878500367,24307.86845520815,24068.981728971336,24068.981728971336,0.22203928241498108,True,True,True,3,True,2,0.4114002021671152,24068.981728971336,24307.86845520815,22.203928241498108,0.008798653893154304,-0.011520321953040326
كگهر,6742.1906450367815,8381025,7136.862065554349,7604.760430151573,7530.907749765628,21.7863339045349,6333.390358935301,8205.959091251352,8205.959091251352,8205.959091251352,0.2171057632866128,True,True,False,2,True,218,6.45468324125537,8205.959091251352,8205.959091251352,21.71057632866128,0.009900456110198403,-0.031909130916220364
ولغدر,2902.4400223623147,10514799,3164.8874976457164,3341.1546918899753,3046.146508275307,12.865187013242874,2494.9585795188773,3523.580234439441,3523.580234439441,3523.580234439441,0.2140062179722757,False,True,False,1,True,234,16.332192694037243,3523.580234439441,3523.580234439441,21.400621797227572,0.00639914665766895,-0.04366252668916649
نيان,7710.789476220255,21276795,8367.746691508759,8822.578716722854,8469.030795303725,17.28669943891188,6742.644999929952,9357.659058042032,9331.303354579166,9331.303354579166,0.21016186258962283,False,True,False,1,True,216,14.35852660640388,9331.303354579166,9357.659058042032,21.016186258962282,0.011391540291531157,-0.07870699197261972
